id,datetime,year,month,country,state,city,lat,lon,shape,description,duration,has_image,confidence,confidence_city_level,date_index,description_length
20,2019-09-29 00:00:00,2019,9,GB,State3,City3,-23.99652966288845,-165.2850503661534,Triangle,Seen a dim triangle object in the sky,0.42,1,0.6196692413394265,0.9285618468784625,2019-09,37
21,2017-02-12 00:00:00,2017,2,BR,State5,City1,-40.74388273348788,-87.1841900489269,Triangle,Seen a slow unknown object in the sky,3.54,0,0.6517171836828419,0.5116548575564501,2017-02,37
22,2015-11-06 00:00:00,2015,11,AU,State5,City5,46.35655993038719,86.48819916298442,Unknown,Seen a rotating sphere object in the sky,0.9,0,0.3644463604901387,0.6368629679597252,2015-11,40
23,2016-02-01 00:00:00,2016,2,GB,State1,City2,-6.4326701420156525,46.19297893460839,Triangle,Seen a slow light object in the sky,2.28,0,0.3539706859739517,0.6442181805913182,2016-02,35
24,2017-12-07 00:00:00,2017,12,CA,State2,City6,48.94507132251913,97.1240474440205,Triangle,Seen a fast triangle object in the sky,6.8,0,0.8117344944212412,0.4346372936614067,2017-12,38
25,2014-08-29 00:00:00,2014,8,GB,State3,City7,-40.77234404158281,96.81099703733582,Sphere,Seen a bright sphere object in the sky,2.76,1,0.6704889286573529,0.6892863256149057,2014-08,38
26,2011-06-22 00:00:00,2011,6,RU,State5,City4,19.334101380971944,128.36428836094848,Unknown,Seen a rotating disc object in the sky,8.22,0,0.6062779911242009,0.371264396191605,2011-06,38
27,2017-12-03 00:00:00,2017,12,AU,State4,City1,-7.168349660460983,79.3149357552781,Disc,Seen a dim sphere object in the sky,6.34,0,0.47920306344239455,0.6204519970343146,2017-12,35
28,2015-10-22 00:00:00,2015,10,RU,State3,City6,-50.821587716365755,172.44393084029622,Light,Seen a fast unknown object in the sky,14.31,0,0.6386030507394174,0.546217221632079,2015-10,37
29,2017-09-26 00:00:00,2017,9,RU,State1,City2,23.575577358300066,143.57707894865428,Triangle,Seen a fast sphere object in the sky,3.82,0,0.3090150236253325,0.6859094233825452,2017-09,36
30,2015-04-25 00:00:00,2015,4,GB,State4,City1,-30.312149335301555,31.218179840364314,Cylinder,Seen a slow unknown object in the sky,8.1,0,0.729765263230256,0.32902775730339456,2015-04,37
31,2015-12-04 00:00:00,2015,12,CN,State3,City6,-55.246137290457874,31.736761376821818,Cylinder,Seen a bright disc object in the sky,1.95,0,0.49463416628942597,0.49578010492122915,2015-12,36
32,2012-09-03 00:00:00,2012,9,AU,State3,City10,-52.80668421005121,-167.66386547319738,Light,Seen a rotating unknown object in the sky,2.12,0,0.6186292253238128,0.9766328293266358,2012-09,41
33,2012-01-26 00:00:00,2012,1,ZA,State2,City5,-52.67057555198552,179.46956797500752,Triangle,Seen a fast triangle object in the sky,2.56,0,0.5969326662342764,0.5730307898212667,2012-01,38
34,2015-08-09 00:00:00,2015,8,RU,State4,City3,48.92795489820473,-132.63264094818896,Triangle,Seen a bright unknown object in the sky,2.65,0,0.4802643633107108,0.6136288316359044,2015-08,39
35,2015-02-15 00:00:00,2015,2,RU,State1,City2,28.786070139492125,86.5249907873731,Light,Seen a rotating triangle object in the sky,0.54,0,0.4736950467353798,0.4660857230143747,2015-02,42
36,2019-08-05 00:00:00,2019,8,CN,State3,City2,47.767482865648205,115.56547024475117,Disc,Seen a rotating cylinder object in the sky,3.66,0,0.6832374711913974,0.6090741853673493,2019-08,42
37,2016-11-01 00:00:00,2016,11,AU,State2,City8,20.709877355582563,-45.70036945012683,Disc,Seen a dim light object in the sky,0.51,0,0.6539746106873883,0.6759542773077994,2016-11,34
38,2017-12-08 00:00:00,2017,12,BR,State1,City7,3.4727914837059757,-109.13326032048705,Cylinder,Seen a dim unknown object in the sky,11.03,0,0.23416533200293665,0.5048872035649956,2017-12,36
39,2010-04-10 00:00:00,2010,4,IN,State4,City5,-23.46643627831461,-144.4464407554002,Cylinder,Seen a fast cylinder object in the sky,0.32,0,0.24613913944153132,0.5501007399241651,2010-04,38
40,2015-07-02 00:00:00,2015,7,RU,State1,City10,59.75547015944082,89.49816209864804,Disc,Seen a fast triangle object in the sky,2.99,0,0.35806690694657617,0.5667080546632615,2015-07,38
41,2018-11-24 00:00:00,2018,11,RU,State4,City5,-16.537312927273277,-17.044729485949546,Light,Seen a bright unknown object in the sky,1.68,0,0.3659681902550447,0.6591474877692272,2018-11,39
42,2012-01-26 00:00:00,2012,1,CA,State1,City8,-3.522126094330858,76.93839324040886,Light,Seen a fast disc object in the sky,0.84,1,0.3322211191119154,0.826103467042349,2012-01,34
43,2012-03-08 00:00:00,2012,3,BR,State4,City8,-14.61057900918459,149.5467535866482,Cylinder,Seen a bright disc object in the sky,7.66,1,0.5408165964893432,0.4661348602684692,2012-03,36
44,2011-10-22 00:00:00,2011,10,RU,State3,City1,57.543231520255034,-127.2298549856196,Light,Seen a dim triangle object in the sky,6.28,0,0.4304443329299041,0.7611961321021903,2011-10,37
45,2018-10-25 00:00:00,2018,10,AU,State4,City9,-39.040993752599306,150.90156026056786,Sphere,Seen a slow light object in the sky,0.79,0,0.6809186932643255,0.7609211448230945,2018-10,35
46,2018-02-06 00:00:00,2018,2,ZA,State1,City8,-20.641439891030437,-31.814474576962795,Light,Seen a fast disc object in the sky,5.01,1,0.7179316648275585,0.6509664690685877,2018-02,34
47,2011-02-28 00:00:00,2011,2,US,State5,City1,21.641839921800184,-70.10387643697594,Disc,Seen a slow triangle object in the sky,7.86,1,0.495697514375361,0.8163303505289369,2011-02,38
48,2019-03-15 00:00:00,2019,3,AU,State1,City3,-52.41508579936432,159.50241381700044,Triangle,Seen a slow light object in the sky,7.42,0,0.7525186923009339,0.6198136726164004,2019-03,35
49,2019-02-20 00:00:00,2019,2,ZA,State1,City9,12.869924881384918,176.6346093383038,Sphere,Seen a slow triangle object in the sky,0.48,0,0.5036321465211084,0.6215632574074942,2019-02,38
50,2017-07-08 00:00:00,2017,7,AU,State1,City4,-2.6824196548300705,-108.39880160371867,Triangle,Seen a fast light object in the sky,5.78,0,0.43478140298751483,0.565289510191619,2017-07,35
51,2011-10-02 00:00:00,2011,10,IN,State5,City7,-25.92000278854787,56.46180490271399,Light,Seen a slow unknown object in the sky,6.29,0,0.5097178608940871,0.5459272416926266,2011-10,37
52,2011-06-29 00:00:00,2011,6,ZA,State1,City8,-31.390406289113038,-141.66168704241827,Cylinder,Seen a rotating triangle object in the sky,9.91,0,0.64172900029896,0.5579003701947287,2011-06,42
53,2017-02-04 00:00:00,2017,2,GB,State1,City6,1.7415291958508092,54.32904138870208,Triangle,Seen a bright cylinder object in the sky,3.55,0,0.2578308540950154,0.22783576520057858,2017-02,40
54,2011-12-16 00:00:00,2011,12,US,State3,City4,-15.848690335555041,117.83276199930589,Cylinder,Seen a bright cylinder object in the sky,3.09,0,0.46871010166633165,0.7200547309573528,2011-12,40
55,2016-04-11 00:00:00,2016,4,RU,State2,City9,-5.217613048481354,66.41947674866435,Unknown,Seen a fast triangle object in the sky,16.78,0,0.5446108490475307,0.5355487194001577,2016-04,38
56,2010-06-01 00:00:00,2010,6,CA,State5,City5,-19.502714188291208,-29.76006885746554,Cylinder,Seen a dim unknown object in the sky,7.96,0,0.5544626997857813,0.30622682466266904,2010-06,36
57,2017-06-16 00:00:00,2017,6,AU,State5,City5,56.459243231517306,-42.09611055704295,Cylinder,Seen a bright unknown object in the sky,4.09,0,0.44473454850156335,0.7940643974450523,2017-06,39
58,2017-01-02 00:00:00,2017,1,US,State1,City4,-43.987268190527516,-38.47593051956986,Triangle,Seen a dim sphere object in the sky,2.01,0,0.5733178613965206,0.4048915524124491,2017-01,35
59,2019-09-02 00:00:00,2019,9,BR,State5,City8,-48.383525618595094,32.29625447745235,Cylinder,Seen a slow disc object in the sky,9.33,0,0.5438182426926295,0.7718984271697364,2019-09,34
60,2018-01-09 00:00:00,2018,1,CA,State5,City3,-18.792992545090073,137.3642172260984,Light,Seen a slow unknown object in the sky,3.04,0,0.4112137829791409,0.45168880552266677,2018-01,37
61,2013-04-22 00:00:00,2013,4,CA,State4,City5,10.923228104458957,154.46381661675645,Unknown,Seen a rotating sphere object in the sky,0.49,0,0.8272397943408162,0.791777517757994,2013-04,40
62,2015-09-08 00:00:00,2015,9,ZA,State2,City2,19.101176622003393,-160.72933672536547,Cylinder,Seen a slow sphere object in the sky,3.03,0,0.5659325309046962,0.9797842045752994,2015-09,36
63,2012-03-13 00:00:00,2012,3,FR,State5,City4,-12.329190339834952,-114.61593792755221,Light,Seen a fast cylinder object in the sky,10.28,1,0.4503224974739255,0.2809874719740201,2012-03,38
64,2015-12-17 00:00:00,2015,12,RU,State2,City4,59.913359270660536,-139.59924630181615,Cylinder,Seen a dim triangle object in the sky,2.97,0,0.41424214497823403,0.5490075583159764,2015-12,37
65,2015-12-17 00:00:00,2015,12,RU,State5,City4,-17.772840456834885,-110.39952932391097,Light,Seen a bright sphere object in the sky,0.07,0,0.6544113377346373,0.7913617107131397,2015-12,38
66,2015-05-11 00:00:00,2015,5,AU,State3,City3,26.568800155194296,-55.221188180698164,Disc,Seen a slow light object in the sky,4.73,0,0.5153089686596101,0.6559378139428061,2015-05,35
67,2018-07-23 00:00:00,2018,7,IN,State2,City3,16.50992334369515,2.3514057441445857,Sphere,Seen a dim disc object in the sky,27.4,0,0.8822169046722785,0.6563393026646895,2018-07,33
68,2015-04-10 00:00:00,2015,4,GB,State4,City2,37.566463589695275,46.606041723294794,Disc,Seen a dim triangle object in the sky,8.5,0,0.4346113815571867,0.7831206876473634,2015-04,37
69,2019-12-02 00:00:00,2019,12,CA,State5,City8,57.147079614458406,83.57119889029252,Unknown,Seen a dim unknown object in the sky,4.8,1,0.3136089592321566,0.4422279486336751,2019-12,36
70,2019-10-01 00:00:00,2019,10,IN,State1,City4,46.77523877346482,140.44015489889057,Sphere,Seen a bright cylinder object in the sky,12.29,0,0.4958452311749596,0.3433906081429608,2019-10,40
71,2012-01-27 00:00:00,2012,1,CN,State5,City4,31.747436922925033,176.07183740272467,Unknown,Seen a rotating disc object in the sky,8.4,0,0.5262601188256165,0.4572380364160758,2012-01,38
72,2010-10-01 00:00:00,2010,10,GB,State5,City5,23.789817338194865,58.62833228056314,Cylinder,Seen a dim unknown object in the sky,3.45,0,0.18223240480395558,0.8667104324306854,2010-10,36
73,2016-07-11 00:00:00,2016,7,CN,State5,City6,-19.740219638892043,124.33122672039468,Sphere,Seen a dim disc object in the sky,4.47,0,0.453624722842778,0.4472187098722229,2016-07,33
74,2011-01-24 00:00:00,2011,1,RU,State2,City6,-42.27773061519512,100.09398489289163,Triangle,Seen a fast light object in the sky,6.57,0,0.4447376837918607,0.29300837992562934,2011-01,35
75,2014-06-30 00:00:00,2014,6,ZA,State5,City6,-52.48367963282283,-69.28846588126369,Light,Seen a slow sphere object in the sky,9.37,0,0.44468546956916744,0.8313562002948492,2014-06,36
76,2018-07-12 00:00:00,2018,7,CN,State2,City10,-30.971795495821823,135.2492172845723,Cylinder,Seen a fast sphere object in the sky,0.3,0,0.4054661378554093,0.49756371771111974,2018-07,36
77,2014-01-06 00:00:00,2014,1,AU,State4,City7,-8.12622225824417,-164.60527033879242,Sphere,Seen a slow triangle object in the sky,7.45,0,0.298521118536734,0.5101982482779807,2014-01,38
78,2017-02-04 00:00:00,2017,2,CA,State3,City7,2.6395528355978968,-179.86775624947518,Unknown,Seen a rotating sphere object in the sky,2.97,0,0.6137057077132636,0.3212255288741456,2017-02,40
79,2012-06-07 00:00:00,2012,6,CA,State3,City2,32.7700264865846,-81.45625342015289,Disc,Seen a slow disc object in the sky,5.41,0,0.4124238734015487,0.7060777472612363,2012-06,34
80,2010-09-15 00:00:00,2010,9,BR,State3,City8,55.04891076679115,-13.644889334118034,Light,Seen a bright unknown object in the sky,7.23,0,0.34644478213987184,0.713593204640903,2010-09,39
81,2013-09-07 00:00:00,2013,9,ZA,State5,City3,-45.92154235382267,49.81064220024385,Triangle,Seen a fast triangle object in the sky,3.88,0,0.3860098598273139,0.48990882882875036,2013-09,38
82,2015-10-07 00:00:00,2015,10,CN,State2,City7,-47.15950317674501,-143.36270404396387,Light,Seen a bright unknown object in the sky,0.86,1,0.4291515140379568,0.3612535096295465,2015-10,39
83,2016-05-28 00:00:00,2016,5,GB,State3,City3,10.763366761626088,62.2836481805424,Sphere,Seen a bright light object in the sky,2.63,0,0.516297068706954,0.2215799964198502,2016-05,37
84,2018-09-27 00:00:00,2018,9,RU,State4,City1,29.44776887367516,108.65371214149002,Unknown,Seen a fast triangle object in the sky,0.4,0,0.6002508479540732,0.7136116585807009,2018-09,38
85,2017-09-28 00:00:00,2017,9,IN,State3,City8,41.77804564163819,-113.28734895142796,Triangle,Seen a bright triangle object in the sky,5.84,0,0.35702307529773936,1.0,2017-09,40
86,2011-03-07 00:00:00,2011,3,CA,State5,City1,52.29984962601462,-30.554908260554214,Light,Seen a dim light object in the sky,15.36,0,0.42810539036683504,0.6808645822319304,2011-03,34
87,2018-08-21 00:00:00,2018,8,US,State1,City3,58.011149071277046,7.194596383191509,Light,Seen a slow disc object in the sky,7.93,0,0.2981738407970038,0.7216643865318706,2018-08,34
88,2010-04-02 00:00:00,2010,4,FR,State3,City9,-12.023796933056893,-17.349473489586956,Cylinder,Seen a rotating triangle object in the sky,2.47,1,0.0,0.6293122435639145,2010-04,42
89,2015-04-05 00:00:00,2015,4,RU,State5,City6,-14.359777976691227,107.93877511984942,Cylinder,Seen a fast cylinder object in the sky,4.39,1,0.5233690896097384,0.6699153208826314,2015-04,38
90,2016-09-12 00:00:00,2016,9,AU,State5,City4,-42.26295879632731,165.7880633229591,Triangle,Seen a slow cylinder object in the sky,1.81,1,0.7280005276251115,0.5533967085280077,2016-09,38
91,2017-04-13 00:00:00,2017,4,CA,State1,City10,22.192132642027133,107.62313904294479,Sphere,Seen a bright triangle object in the sky,3.89,0,0.5783124880029236,0.6588377287866896,2017-04,40
92,2014-05-09 00:00:00,2014,5,RU,State3,City4,18.811435012900446,-151.92258556470316,Light,Seen a dim cylinder object in the sky,1.79,0,0.42394100657855166,0.4397986300843111,2014-05,37
93,2018-02-04 00:00:00,2018,2,CA,State3,City5,43.44751150214488,109.77680597728579,Light,Seen a rotating light object in the sky,6.7,1,0.5144718713907853,0.351861343534567,2018-02,39
94,2017-05-05 00:00:00,2017,5,US,State4,City5,-48.329040625483124,-156.0253203952016,Disc,Seen a slow disc object in the sky,1.5,0,0.3237769848507408,0.6222477315575142,2017-05,34
95,2010-03-26 00:00:00,2010,3,RU,State5,City7,-0.2667710609589875,-95.05066131303481,Cylinder,Seen a fast light object in the sky,16.62,0,0.48165614629511294,0.6196324486918563,2010-03,35
96,2016-03-01 00:00:00,2016,3,FR,State3,City6,9.729831560647568,-124.8851171391398,Cylinder,Seen a fast light object in the sky,5.42,0,0.43584361204136357,0.3651155115512775,2016-03,35
97,2010-11-21 00:00:00,2010,11,AU,State3,City10,-31.01315519520979,-108.89312153540925,Unknown,Seen a bright unknown object in the sky,0.36,0,0.3720928651898925,0.4897137163858019,2010-11,39
98,2012-02-14 00:00:00,2012,2,CN,State2,City8,-39.71695126450065,10.193445740646212,Disc,Seen a dim cylinder object in the sky,0.05,0,0.560847834470698,0.5299853943854191,2012-02,37
99,2018-04-01 00:00:00,2018,4,BR,State1,City9,43.14970037035458,61.8083487399073,Disc,Seen a dim disc object in the sky,29.12,0,0.8899800746568585,0.7431566966485459,2018-04,33
100,2012-12-07 00:00:00,2012,12,ZA,State4,City8,-52.97580933173295,-10.684338359025247,Disc,Seen a slow triangle object in the sky,1.25,1,0.7498174259652072,0.6317335097877907,2012-12,38
101,2011-10-02 00:00:00,2011,10,BR,State1,City10,-3.525491529831257,165.49043005052772,Disc,Seen a dim unknown object in the sky,1.87,1,0.4891890468016856,0.5664779842016996,2011-10,36
102,2015-07-30 00:00:00,2015,7,CA,State2,City1,-46.099919843893765,-93.49476478914,Cylinder,Seen a dim disc object in the sky,1.17,0,0.6326171982073793,0.2815568230428828,2015-07,33
103,2013-03-01 00:00:00,2013,3,RU,State2,City6,-5.15294864023592,94.73048289172544,Cylinder,Seen a dim cylinder object in the sky,13.16,0,0.6294061151104439,0.6540821118412526,2013-03,37
104,2012-08-30 00:00:00,2012,8,FR,State2,City8,57.59547916107711,133.26558426257344,Disc,Seen a slow light object in the sky,5.28,0,0.4028692961471272,0.7058398489835089,2012-08,35
105,2017-12-26 00:00:00,2017,12,US,State3,City8,-9.155237585343265,22.343799871698877,Cylinder,Seen a bright sphere object in the sky,3.51,0,0.5965856110250922,1.0,2017-12,38
106,2013-04-19 00:00:00,2013,4,ZA,State1,City3,42.85499010054808,-15.759899293840874,Sphere,Seen a slow sphere object in the sky,4.08,1,0.2838511852240774,0.6892666871959048,2013-04,36
107,2015-07-18 00:00:00,2015,7,IN,State1,City4,-45.922132298016734,34.62640084052771,Cylinder,Seen a rotating sphere object in the sky,1.91,0,0.3792052412222627,0.7848221391527149,2015-07,40
108,2013-03-13 00:00:00,2013,3,AU,State5,City2,-27.449750788576303,-25.628482742276532,Sphere,Seen a slow unknown object in the sky,4.76,0,0.5358129305609197,0.7867321087944286,2013-03,37
109,2014-08-12 00:00:00,2014,8,CN,State3,City2,-11.544871119919861,19.869797636412983,Cylinder,Seen a fast triangle object in the sky,2.72,0,0.43778185064643116,0.23745956497001663,2014-08,38
110,2019-01-13 00:00:00,2019,1,RU,State4,City3,-12.022543198880314,-29.903777233631445,Unknown,Seen a dim sphere object in the sky,1.11,0,0.7634717964545332,0.5750763965483557,2019-01,35
111,2018-03-22 00:00:00,2018,3,CA,State4,City4,20.566017440418378,-35.83090429411175,Cylinder,Seen a rotating cylinder object in the sky,5.34,0,0.5972060651833018,0.5660709316315043,2018-03,42
112,2017-10-10 00:00:00,2017,10,FR,State5,City9,-18.63382471493908,70.32472853023074,Light,Seen a bright unknown object in the sky,2.34,0,0.4426942818251042,0.5080060949989936,2017-10,39
113,2017-07-30 00:00:00,2017,7,ZA,State2,City2,25.65202420920197,-146.57356329553153,Unknown,Seen a bright light object in the sky,7.69,0,0.42941304303297767,0.7713067590437389,2017-07,37
114,2018-02-05 00:00:00,2018,2,RU,State3,City9,16.702427907047095,-120.0448538176245,Triangle,Seen a dim disc object in the sky,2.68,0,0.5280455912319926,0.9253441552605676,2018-02,33
115,2011-01-09 00:00:00,2011,1,ZA,State1,City7,-12.100662569427229,126.43144981740141,Sphere,Seen a fast light object in the sky,3.55,0,0.3416703067036726,0.41510607520361503,2011-01,35
116,2015-02-21 00:00:00,2015,2,IN,State5,City3,-8.188784681481692,97.58784485346769,Sphere,Seen a rotating unknown object in the sky,7.74,1,0.5893417929941823,0.5688011609406256,2015-02,41
117,2011-07-15 00:00:00,2011,7,IN,State1,City5,13.74332397723849,-78.67665817401824,Light,Seen a rotating unknown object in the sky,2.97,0,0.2937047075081787,0.6849995027541567,2011-07,41
118,2013-08-22 00:00:00,2013,8,IN,State1,City9,-51.594937182642646,-44.18318424032631,Unknown,Seen a fast sphere object in the sky,16.94,0,0.5934515293941109,0.4440897185340466,2013-08,36
119,2014-05-25 00:00:00,2014,5,FR,State1,City8,38.68880860268284,153.369542386253,Unknown,Seen a dim triangle object in the sky,7.88,0,0.4753107902029381,0.17669276468808992,2014-05,37
120,2016-01-27 00:00:00,2016,1,IN,State2,City9,18.41053933363642,114.50780106259003,Cylinder,Seen a dim sphere object in the sky,8.76,1,0.5621920277136897,0.5569873948562758,2016-01,35
121,2014-08-27 00:00:00,2014,8,IN,State4,City4,27.161095730140232,41.16466799266712,Sphere,Seen a rotating unknown object in the sky,15.39,0,0.3481121111993054,0.37918185813556615,2014-08,41
122,2014-01-12 00:00:00,2014,1,CN,State2,City9,4.430760129886849,-100.26353563093521,Unknown,Seen a slow unknown object in the sky,2.46,0,0.5367477810632176,0.21230820908831305,2014-01,37
123,2018-09-03 00:00:00,2018,9,FR,State2,City3,-46.742746680990635,-164.06929032650294,Cylinder,Seen a bright light object in the sky,4.34,0,0.8618521612268981,0.7803794061736702,2018-09,37
124,2018-12-14 00:00:00,2018,12,CA,State4,City1,-11.395726404366009,-24.747175136916667,Cylinder,Seen a dim light object in the sky,5.91,1,0.43141748713090033,0.9270962580563187,2018-12,34
125,2010-09-14 00:00:00,2010,9,BR,State4,City6,-11.355170058173272,62.145770132686266,Light,Seen a slow triangle object in the sky,5.6,0,0.5476099790493536,0.7057852494621413,2010-09,38
126,2015-03-21 00:00:00,2015,3,CN,State5,City1,-21.47484119481397,118.25297658642654,Light,Seen a dim light object in the sky,15.28,0,0.7258350424635962,0.6831927854232756,2015-03,34
127,2013-08-09 00:00:00,2013,8,ZA,State2,City7,-56.40596101143008,126.96804206721697,Disc,Seen a slow triangle object in the sky,1.7,0,0.6142556217290202,0.6868166029294623,2013-08,38
128,2015-05-09 00:00:00,2015,5,IN,State3,City5,28.47050911157727,-168.20067553438918,Disc,Seen a dim light object in the sky,1.72,0,0.5647828226216945,0.5844784069634101,2015-05,34
129,2012-03-27 00:00:00,2012,3,BR,State1,City8,-46.82586503249992,-92.10346781872343,Light,Seen a slow light object in the sky,12.51,0,0.3479466091218213,0.6898337983560655,2012-03,35
130,2016-09-01 00:00:00,2016,9,RU,State3,City4,12.75697596541022,-57.92594814813491,Triangle,Seen a dim disc object in the sky,8.03,0,0.30836174415550244,0.5737396185035183,2016-09,33
131,2014-06-23 00:00:00,2014,6,RU,State3,City2,24.386099576065888,-112.05640405462108,Sphere,Seen a slow sphere object in the sky,1.14,0,0.5080148661023689,0.4498130035895115,2014-06,36
132,2019-12-06 00:00:00,2019,12,ZA,State3,City2,16.174358752043375,109.07113621098159,Light,Seen a slow sphere object in the sky,4.22,0,0.4305146217030197,0.8555303570736159,2019-12,36
133,2012-08-31 00:00:00,2012,8,RU,State4,City6,55.097070237357,96.28767471057932,Unknown,Seen a fast cylinder object in the sky,6.85,1,0.49714126793370633,0.7497523104740504,2012-08,38
134,2011-01-04 00:00:00,2011,1,RU,State5,City9,-47.60422138978336,6.059894537149489,Sphere,Seen a slow unknown object in the sky,2.18,1,0.5308485011029276,1.0,2011-01,37
135,2015-07-17 00:00:00,2015,7,BR,State2,City2,44.0600590926239,173.853532078508,Cylinder,Seen a fast cylinder object in the sky,2.85,0,0.39853582417356725,0.4362785449840572,2015-07,38
136,2018-02-13 00:00:00,2018,2,RU,State4,City5,-56.49717181813041,-128.13892520729678,Unknown,Seen a rotating triangle object in the sky,4.28,0,0.574115453902088,0.31096976775943524,2018-02,42
137,2010-07-21 00:00:00,2010,7,BR,State5,City6,4.19002259125007,143.8746131979608,Disc,Seen a dim light object in the sky,3.15,1,0.7787834282886654,0.8683526382546396,2010-07,34
138,2016-08-28 00:00:00,2016,8,IN,State5,City6,-11.490765847288948,-138.0732285017102,Unknown,Seen a bright triangle object in the sky,6.99,1,0.34859885189293344,0.5789620888952172,2016-08,40
139,2014-03-17 00:00:00,2014,3,BR,State5,City3,2.902063247250986,-121.25458601491655,Disc,Seen a rotating cylinder object in the sky,0.03,0,0.42956804622186334,0.8713574490106939,2014-03,42
140,2015-04-15 00:00:00,2015,4,CA,State5,City5,-16.18801475279882,70.63891209022276,Cylinder,Seen a slow sphere object in the sky,2.85,0,0.4925584011980003,1.0,2015-04,36
141,2016-08-15 00:00:00,2016,8,BR,State1,City7,-37.131970207191834,-140.55491086499185,Triangle,Seen a bright triangle object in the sky,2.06,0,0.6710689510910888,0.32547407032245296,2016-08,40
142,2011-07-10 00:00:00,2011,7,CA,State1,City3,-57.70525230615723,23.704234350735902,Light,Seen a fast triangle object in the sky,4.7,0,0.3220426998977447,0.4285143198126089,2011-07,38
143,2012-08-12 00:00:00,2012,8,RU,State4,City4,2.1779776549409178,-28.715926869844708,Light,Seen a slow unknown object in the sky,7.48,0,0.34022778434238776,0.2637423099353341,2012-08,37
144,2019-06-18 00:00:00,2019,6,GB,State2,City7,41.13322352218108,82.25062759476532,Disc,Seen a fast disc object in the sky,0.4,1,0.17545084807754568,0.5698802691620095,2019-06,34
